source_dependency_id,workflow_id,source_kind,source_occurrence_id,source_node_id,source_graphml_id,source_label,source_semantic_role,source_anchor_iri,target_occurrence_id,target_node_id,target_graphml_id,target_label,target_semantic_role,target_anchor_iri,source_description,projection_outcome,projection_pattern,semantic_predicates,semantic_edge_ids,semantic_direction,confidence,review_status,rationale 
cl-for-rde::e14,cl-for-rde,source_graphml,cl-for-rde::n7,n7,n7,Glassy carbon,Matter,https://w3id.org/h2kg/decode/workflow/anchor/glassy-carbon-component,cl-for-rde::n10,n10,n10,CL for RDE,Manufacturing,https://w3id.org/h2kg/decode/workflow/anchor/cl-for-rde-method,,h2kg_direct,activity_input_material,https://w3id.org/h2kg/hydrogen-ontology#hasInputMaterial,semantic::cl-for-rde::e14::672ae4d6b6,reversed_from_source,rule_curated,classified,Activity consumes the source material; H2KG direction is activity to material.
cl-for-rde::e15,cl-for-rde,source_graphml,cl-for-rde::n5,n5,n5,Instruments for mixing and deposition,Instrument,https://w3id.org/h2kg/decode/workflow/anchor/instruments-for-mixing-and-deposition-process,cl-for-rde::n10,n10,n10,CL for RDE,Manufacturing,https://w3id.org/h2kg/decode/workflow/anchor/cl-for-rde-method,,h2kg_direct,activity_instrument,https://w3id.org/h2kg/hydrogen-ontology#usesInstrument,semantic::cl-for-rde::e15::0f5b024618,reversed_from_source,rule_curated,classified,Activity uses the source instrument; H2KG direction is activity to instrument.
cl-for-rde::e16,cl-for-rde,source_graphml,cl-for-rde::n10,n10,n10,CL for RDE,Manufacturing,https://w3id.org/h2kg/decode/workflow/anchor/cl-for-rde-method,cl-for-rde::n8,n8,n8,CL on glassy carbon,Matter,https://w3id.org/h2kg/decode/workflow/anchor/cl-on-glassy-carbon-component,,h2kg_direct,activity_output_material,https://w3id.org/h2kg/hydrogen-ontology#hasOutputMaterial,semantic::cl-for-rde::e16::c1f7059215,same_as_source,rule_curated,classified,Activity produces the target material.
cl-for-rde::e17,cl-for-rde,source_graphml,cl-for-rde::n8,n8,n8,CL on glassy carbon,Matter,https://w3id.org/h2kg/decode/workflow/anchor/cl-on-glassy-carbon-component,cl-for-rde::n14,n14,n14,Sheet resistance measurement,Property,https://w3id.org/h2kg/decode/workflow/anchor/sheet-resistance-measurement-method,,decode_structural_only,structural_dependency,,,not_projected,context_required,classified,The preserved dependency has no activity or data-flow context sufficient for a scientifically defensible H2KG or PROV-O predicate.
cl-for-rde::e18,cl-for-rde,source_graphml,cl-for-rde::n8,n8,n8,CL on glassy carbon,Matter,https://w3id.org/h2kg/decode/workflow/anchor/cl-on-glassy-carbon-component,cl-for-rde::n15,n15,n15,FIB measurements on GDL/MPL and catalyst materials.,Measurement,https://w3id.org/h2kg/decode/workflow/anchor/fib-measurements-on-gdl-mpl-and-catalyst-materials-method,,h2kg_direct,activity_input_material,https://w3id.org/h2kg/hydrogen-ontology#hasInputMaterial,semantic::cl-for-rde::e18::f07e5a0441,reversed_from_source,rule_curated,classified,Activity consumes the source material; H2KG direction is activity to material.
cl-for-rde::e19,cl-for-rde,source_graphml,cl-for-rde::n8,n8,n8,CL on glassy carbon,Matter,https://w3id.org/h2kg/decode/workflow/anchor/cl-on-glassy-carbon-component,cl-for-rde::n16,n16,n16,Model Electrochemistry in a RDE Cell,Process,https://w3id.org/h2kg/decode/workflow/anchor/model-electrochemistry-in-a-rde-cell-model,,h2kg_direct,activity_input_material,https://w3id.org/h2kg/hydrogen-ontology#hasInputMaterial,semantic::cl-for-rde::e19::f6d70ac6f6,reversed_from_source,rule_curated,classified,Activity consumes the source material; H2KG direction is activity to material.
cl-for-rde::e20,cl-for-rde,source_graphml,cl-for-rde::n8,n8,n8,CL on glassy carbon,Matter,https://w3id.org/h2kg/decode/workflow/anchor/cl-on-glassy-carbon-component,cl-for-rde::n17,n17,n17,Model Electrochemistry in a RDE Cell,Process,https://w3id.org/h2kg/decode/workflow/anchor/model-electrochemistry-in-a-rde-cell-model,,h2kg_direct,activity_input_material,https://w3id.org/h2kg/hydrogen-ontology#hasInputMaterial,semantic::cl-for-rde::e20::bb197b91d0,reversed_from_source,rule_curated,classified,Activity consumes the source material; H2KG direction is activity to material.
confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::e0,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med,source_graphml,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::n0,n0,n0,Transparent electrode for CLSM,Instrument,https://w3id.org/h2kg/decode/workflow/anchor/transparent-electrode-for-clsm-component,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::n7,n7,n7,Confocal Laser Scanning Microscope (CLSM) + fluorescent probes for local pH assessment in acidic media on model /unsupported electrodes,Process,https://w3id.org/h2kg/decode/workflow/anchor/confocal-laser-scanning-microscope-clsm-fluorescent-probes-for-local-ph-assessment-in-acidic-media-on-model-unsupported-electrodes-model,,h2kg_direct,activity_instrument,https://w3id.org/h2kg/hydrogen-ontology#usesInstrument,semantic::confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::e0::063ecce1f1,reversed_from_source,rule_curated,classified,Activity uses the source instrument; H2KG direction is activity to instrument.
confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::e1,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med,source_graphml,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::n1,n1,n1,Molecular fluorescent probe (acidic),Matter,https://w3id.org/h2kg/decode/workflow/anchor/molecular-fluorescent-probe-acidic-material,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::n7,n7,n7,Confocal Laser Scanning Microscope (CLSM) + fluorescent probes for local pH assessment in acidic media on model /unsupported electrodes,Process,https://w3id.org/h2kg/decode/workflow/anchor/confocal-laser-scanning-microscope-clsm-fluorescent-probes-for-local-ph-assessment-in-acidic-media-on-model-unsupported-electrodes-model,,h2kg_direct,activity_input_material,https://w3id.org/h2kg/hydrogen-ontology#hasInputMaterial,semantic::confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::e1::9426ab8444,reversed_from_source,rule_curated,classified,Activity consumes the source material; H2KG direction is activity to material.
confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::e2,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med,source_graphml,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::n2,n2,n2,Electrolyte,Matter,https://w3id.org/h2kg/hydrogen-ontology#Electrolyte,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::n7,n7,n7,Confocal Laser Scanning Microscope (CLSM) + fluorescent probes for local pH assessment in acidic media on model /unsupported electrodes,Process,https://w3id.org/h2kg/decode/workflow/anchor/confocal-laser-scanning-microscope-clsm-fluorescent-probes-for-local-ph-assessment-in-acidic-media-on-model-unsupported-electrodes-model,,h2kg_direct,activity_input_material,https://w3id.org/h2kg/hydrogen-ontology#hasInputMaterial,semantic::confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::e2::e9679ff464,reversed_from_source,rule_curated,classified,Activity consumes the source material; H2KG direction is activity to material.
confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::e3,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med,source_graphml,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::n3,n3,n3,CLSM electrochemical protocol,Process,https://w3id.org/h2kg/decode/workflow/anchor/clsm-electrochemical-protocol-component,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::n7,n7,n7,Confocal Laser Scanning Microscope (CLSM) + fluorescent probes for local pH assessment in acidic media on model /unsupported electrodes,Process,https://w3id.org/h2kg/decode/workflow/anchor/confocal-laser-scanning-microscope-clsm-fluorescent-probes-for-local-ph-assessment-in-acidic-media-on-model-unsupported-electrodes-model,,prov_derivation,activity_sequence,http://www.w3.org/ns/prov#wasInformedBy,semantic::confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::e3::f65db14389,reversed_from_source,rule_curated,classified,Target activity follows the source activity in the preserved workflow.
confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::e4,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med,source_graphml,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::n4,n4,n4,CLSM temperature,Parameter,https://w3id.org/h2kg/decode/workflow/anchor/clsm-temperature-component,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::n7,n7,n7,Confocal Laser Scanning Microscope (CLSM) + fluorescent probes for local pH assessment in acidic media on model /unsupported electrodes,Process,https://w3id.org/h2kg/decode/workflow/anchor/confocal-laser-scanning-microscope-clsm-fluorescent-probes-for-local-ph-assessment-in-acidic-media-on-model-unsupported-electrodes-model,,h2kg_direct,activity_parameter,https://w3id.org/h2kg/hydrogen-ontology#hasParameter,semantic::confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::e4::5a1d2306be,reversed_from_source,rule_curated,classified,Activity uses the source parameter; H2KG direction is activity to parameter.
confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::e5,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med,source_graphml,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::n7,n7,n7,Confocal Laser Scanning Microscope (CLSM) + fluorescent probes for local pH assessment in acidic media on model /unsupported electrodes,Process,https://w3id.org/h2kg/decode/workflow/anchor/confocal-laser-scanning-microscope-clsm-fluorescent-probes-for-local-ph-assessment-in-acidic-media-on-model-unsupported-electrodes-model,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::n5,n5,n5,CLSM electrochemical response (idealized),Data,https://w3id.org/h2kg/decode/workflow/anchor/clsm-electrochemical-response-idealized-lre,,h2kg_direct,activity_output_data,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData,semantic::confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::e5::db143dafb7,same_as_source,rule_curated,classified,Activity produces the target data.
confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::e6,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med,source_graphml,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::n7,n7,n7,Confocal Laser Scanning Microscope (CLSM) + fluorescent probes for local pH assessment in acidic media on model /unsupported electrodes,Process,https://w3id.org/h2kg/decode/workflow/anchor/confocal-laser-scanning-microscope-clsm-fluorescent-probes-for-local-ph-assessment-in-acidic-media-on-model-unsupported-electrodes-model,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::n6,n6,n6,LRE pH distribution (idealized),Data,https://w3id.org/h2kg/decode/workflow/anchor/lre-ph-distribution-idealized-lre,,h2kg_direct,activity_output_data,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData,semantic::confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::e6::1cc18b7a06,same_as_source,rule_curated,classified,Activity produces the target data.
confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::e7,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med,source_graphml,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::n8,n8,n8,Transparent Electrodes for CLSM applications,Process,https://w3id.org/h2kg/decode/workflow/anchor/transparent-electrodes-for-clsm-applications-method,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::n0,n0,n0,Transparent electrode for CLSM,Instrument,https://w3id.org/h2kg/decode/workflow/anchor/transparent-electrode-for-clsm-component,,h2kg_direct,activity_instrument,https://w3id.org/h2kg/hydrogen-ontology#usesInstrument,semantic::confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::e7::3deafa8ee7,same_as_source,rule_curated,classified,Target instrument is used by the activity.
confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::e8,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med,source_graphml,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::n6,n6,n6,LRE pH distribution (idealized),Data,https://w3id.org/h2kg/decode/workflow/anchor/lre-ph-distribution-idealized-lre,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::n9,n9,n9,Fitting Version of the Hierachical Model,Process,https://w3id.org/h2kg/decode/workflow/anchor/fitting-version-of-the-hierachical-model-model,,h2kg_direct,activity_input_data,https://w3id.org/h2kg/hydrogen-ontology#hasInputData,semantic::confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::e8::f9226615b7,reversed_from_source,rule_curated,classified,Activity consumes the source data; H2KG direction is activity to data.
confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::e9,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med,source_graphml,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::n6,n6,n6,LRE pH distribution (idealized),Data,https://w3id.org/h2kg/decode/workflow/anchor/lre-ph-distribution-idealized-lre,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::n10,n10,n10,Fitting Version of the Hierachical Model,Process,https://w3id.org/h2kg/decode/workflow/anchor/fitting-version-of-the-hierachical-model-model,,h2kg_direct,activity_input_data,https://w3id.org/h2kg/hydrogen-ontology#hasInputData,semantic::confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med::e9::9c7218190d,reversed_from_source,rule_curated,classified,Activity consumes the source data; H2KG direction is activity to data.
confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med2::e0,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med2,source_graphml,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med2::n0,n0,n0,GDE,Matter,https://w3id.org/h2kg/decode/workflow/anchor/gde-component,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med2::n7,n7,n7,Confocal Laser Scanning Microscope (CLSM) + fluorescent probes for local pH assessment in acidic media in GDE configuration,Parameter,https://w3id.org/h2kg/decode/workflow/anchor/confocal-laser-scanning-microscope-clsm-fluorescent-probes-for-local-ph-assessment-in-acidic-media-in-gde-configuration-method,,decode_structural_only,structural_dependency,,,not_projected,context_required,classified,The preserved dependency has no activity or data-flow context sufficient for a scientifically defensible H2KG or PROV-O predicate.
