id,upstream_method_id,downstream_method_id,upstream_workflow_id,downstream_workflow_id,upstream_occurrence_id,downstream_occurrence_id,declarations,reciprocity_state,handoff_labels,handoff_anchor_iris,predicate,publication_status,review_rationale 
manual-dependency-0143-15083117ab,CEA-Mod-simulation-3d-properties-single-phase,BOSCH-Mod-mpl-parameter-estimation-gdl-substrate,simulation-of-single-phase-3d-apparent-properties,mpl-parameter-estimation-from-gdl-and-substrate-data,simulation-of-single-phase-3d-apparent-properties::n18,mpl-parameter-estimation-from-gdl-and-substrate-data::n20,input_method; output_method,confirmed_reciprocal,GDL substrate in-plane conductivity; GDL substrate through-plane conductivity; GDL substrate in-plane permeability; GDL substrate through-plane permeability; GDL substrate porosity,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-in-plane-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-in-plane-permeability-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-porosity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-permeability-component,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0144-999998a642,CEA-Mod-simulation-3d-properties-single-phase,CEA-Mod-europium-2d-mea-model,simulation-of-single-phase-3d-apparent-properties,cea-mea-model-europium-2d,simulation-of-single-phase-3d-apparent-properties::n18,cea-mea-model-europium-2d::n72,input_method; output_method,confirmed_reciprocal,GDL substrate in-plane conductivity; GDL substrate through-plane conductivity; MPL conductivity; GDL substrate in-plane thermal conductivity; GDL substrate through-plane thermal conductivity; MPL thermal conductivity; GDL substrate in-plane permeability; GDL substrate through-plane permeability; MPL permeability; GDL substrate in-plane tortuosity; GDL substrate through-plane tortuosity; MPL tortuosity; GDL substrate porosity; MPL porosity; GDL substrate average pore radius; MPL average pore radius,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-average-pore-radius-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-in-plane-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-in-plane-permeability-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-in-plane-thermal-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-in-plane-tortuosity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-porosity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-permeability-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-thermal-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-tortuosity-component; https://w3id.org/h2kg/decode/workflow/anchor/mpl-average-pore-radius-component; https://w3id.org/h2kg/decode/workflow/anchor/mpl-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/mpl-thermal-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/mpl-tortuosity-component; https://w3id.org/h2kg/hydrogen-ontology#MicroporousLayerPermeability; https://w3id.org/h2kg/hydrogen-ontology#MicroporousLayerPorosity,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0145-90f2c95eb6,CEA-Mod-simulation-3d-properties-single-phase,CEA-Mod-europium-model-fitting,simulation-of-single-phase-3d-apparent-properties,fitting-of-the-europium-model,simulation-of-single-phase-3d-apparent-properties::n18,fitting-of-the-europium-model::n61,input_method; output_method,confirmed_reciprocal,GDL substrate in-plane conductivity; GDL substrate through-plane conductivity; MPL conductivity; GDL substrate in-plane thermal conductivity; GDL substrate through-plane thermal conductivity; MPL thermal conductivity; GDL substrate in-plane permeability; GDL substrate through-plane permeability; MPL permeability; GDL substrate in-plane tortuosity; GDL substrate through-plane tortuosity; MPL tortuosity; GDL substrate porosity; MPL porosity; GDL substrate average pore radius; MPL average pore radius,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-average-pore-radius-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-in-plane-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-in-plane-permeability-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-in-plane-thermal-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-in-plane-tortuosity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-porosity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-permeability-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-thermal-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-tortuosity-component; https://w3id.org/h2kg/decode/workflow/anchor/mpl-average-pore-radius-component; https://w3id.org/h2kg/decode/workflow/anchor/mpl-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/mpl-thermal-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/mpl-tortuosity-component; https://w3id.org/h2kg/hydrogen-ontology#MicroporousLayerPermeability; https://w3id.org/h2kg/hydrogen-ontology#MicroporousLayerPorosity,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0146-f0f0eee2f1,CEA-Mod-simulation-3d-properties-single-phase,CIEMAT-Exp-current-modulated-hydrogen-flow-rate-spectroscopy,simulation-of-single-phase-3d-apparent-properties,current-modulated-hydrogen-flow-rate-spectroscopy-ch2s,simulation-of-single-phase-3d-apparent-properties::n18,current-modulated-hydrogen-flow-rate-spectroscopy-ch2s::n14,input_method; output_method,confirmed_reciprocal,GDL substrate porosity; MPL porosity,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-porosity-component; https://w3id.org/h2kg/hydrogen-ontology#MicroporousLayerPorosity,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0147-c299e838ce,CEA-Mod-simulation-3d-properties-single-phase,FZJ-IET-3-Mod-diffusivities-tortuosities,simulation-of-single-phase-3d-apparent-properties,diffusivities-from-tortuosities,simulation-of-single-phase-3d-apparent-properties::n18,diffusivities-from-tortuosities::n13,input_method; output_method,confirmed_reciprocal,GDL substrate through-plane tortuosity; MPL tortuosity; GDL substrate porosity; MPL porosity,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-porosity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-tortuosity-component; https://w3id.org/h2kg/decode/workflow/anchor/mpl-tortuosity-component; https://w3id.org/h2kg/hydrogen-ontology#MicroporousLayerPorosity,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0148-68cdd6fd67,CEA-Mod-simulation-3d-properties-two-phase,BOSCH-Mod-mpl-parameter-estimation-gdl-substrate,simulation-of-two-phase-3d-apparent-properties,mpl-parameter-estimation-from-gdl-and-substrate-data,simulation-of-two-phase-3d-apparent-properties::n17,mpl-parameter-estimation-from-gdl-and-substrate-data::n20,input_method; output_method,confirmed_reciprocal,GDL substrate in-plane permeability; GDL substrate through-plane permeability,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-in-plane-permeability-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-permeability-component,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0149-821ccb8a98,CEA-Mod-simulation-3d-properties-two-phase,CEA-Mod-europium-2d-mea-model,simulation-of-two-phase-3d-apparent-properties,cea-mea-model-europium-2d,simulation-of-two-phase-3d-apparent-properties::n17,cea-mea-model-europium-2d::n72,input_method; output_method,confirmed_reciprocal,GDL substrate in-plane thermal conductivity; GDL substrate through-plane thermal conductivity; MPL thermal conductivity; GDL substrate in-plane permeability; GDL substrate through-plane permeability; MPL permeability; GDL substrate effective water permeability; MPL effective water permeability; GDL substrate in-plane tortuosity; GDL substrate through-plane tortuosity; MPL tortuosity; GDL substrate average pore radius; MPL average pore radius; GDL substrate water retention curve; MPL water retention curve,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-average-pore-radius-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-effective-water-permeability-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-in-plane-permeability-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-in-plane-thermal-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-in-plane-tortuosity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-permeability-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-thermal-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-tortuosity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-water-retention-curve-component; https://w3id.org/h2kg/decode/workflow/anchor/mpl-average-pore-radius-component; https://w3id.org/h2kg/decode/workflow/anchor/mpl-effective-water-permeability-component; https://w3id.org/h2kg/decode/workflow/anchor/mpl-thermal-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/mpl-tortuosity-component; https://w3id.org/h2kg/decode/workflow/anchor/mpl-water-retention-curve-component; https://w3id.org/h2kg/hydrogen-ontology#MicroporousLayerPermeability,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0150-7886206d79,CEA-Mod-simulation-3d-properties-two-phase,CEA-Mod-europium-model-fitting,simulation-of-two-phase-3d-apparent-properties,fitting-of-the-europium-model,simulation-of-two-phase-3d-apparent-properties::n17,fitting-of-the-europium-model::n61,input_method; output_method,confirmed_reciprocal,GDL substrate in-plane thermal conductivity; GDL substrate through-plane thermal conductivity; MPL thermal conductivity; GDL substrate in-plane permeability; GDL substrate through-plane permeability; MPL permeability; GDL substrate effective water permeability; MPL effective water permeability; GDL substrate in-plane tortuosity; GDL substrate through-plane tortuosity; MPL tortuosity; GDL substrate average pore radius; MPL average pore radius; GDL substrate water retention curve; MPL water retention curve,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-average-pore-radius-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-effective-water-permeability-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-in-plane-permeability-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-in-plane-thermal-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-in-plane-tortuosity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-permeability-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-thermal-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-tortuosity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-water-retention-curve-component; https://w3id.org/h2kg/decode/workflow/anchor/mpl-average-pore-radius-component; https://w3id.org/h2kg/decode/workflow/anchor/mpl-effective-water-permeability-component; https://w3id.org/h2kg/decode/workflow/anchor/mpl-thermal-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/mpl-tortuosity-component; https://w3id.org/h2kg/decode/workflow/anchor/mpl-water-retention-curve-component; https://w3id.org/h2kg/hydrogen-ontology#MicroporousLayerPermeability,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0151-2d1a9c9591,CEA-Mod-simulation-3d-properties-two-phase,FZJ-IET-3-Mod-diffusivities-tortuosities,simulation-of-two-phase-3d-apparent-properties,diffusivities-from-tortuosities,simulation-of-two-phase-3d-apparent-properties::n17,diffusivities-from-tortuosities::n13,input_method; output_method,confirmed_reciprocal,GDL substrate through-plane tortuosity; MPL tortuosity,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-tortuosity-component; https://w3id.org/h2kg/decode/workflow/anchor/mpl-tortuosity-component,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0152-2104084b45,CEA-Mod-simulation-3d-properties-two-phase,FZJ-IET-3-Mod-performance-model-mea-prediction,simulation-of-two-phase-3d-apparent-properties,iet-1d-performance-model-for-mea-prediction,simulation-of-two-phase-3d-apparent-properties::n17,iet-1d-performance-model-for-mea-prediction::n28,input_method; output_method,confirmed_reciprocal,GDL substrate water retention curve,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-water-retention-curve-component,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0153-0db800a57e,CEA-Mod-simulation-3d-properties-two-phase,iet-1d-mea-with-water-transport-eis-model,simulation-of-two-phase-3d-apparent-properties,iet-1d-mea-with-water-transport-eis-model,simulation-of-two-phase-3d-apparent-properties::n17,iet-1d-mea-with-water-transport-eis-model::n24,output_method,grounded_one_sided,GDL substrate water retention curve,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-water-retention-curve-component,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
